f_FCR_UP,f_aFRR_UP,f_mFRR_UP,f_RR_UP,f_FCR_DW,f_aFRR_DW,f_mFRR_DW,f_RR_DW,quartile_trip,EA_trip
0.5,0.49999999999999994,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0
0.7055987834772488,0.36387157722229524,0.15232148966167958,0.09666256326628231,-0.6258709937353034,-0.36392716771284345,-0.15219993118677816,-0.09669578831717318,0.5,52.330729166666664
0.7605563075029709,0.42576799203934096,0.1673434330732811,0.10487607659628595,-0.7057017306244341,-0.4257090866890465,-0.16740746810873608,-0.10484101602369145,0.5,47.998697916666664
0.834756778874944,0.46044916846356493,0.18300545266084872,0.11152845784204846,-0.7691996677297412,-0.4605253165644054,-0.18280359406210595,-0.11166330019700721,0.5,56.99609375
0.9779823492614573,0.5690335132724816,0.21404011481198248,0.13005425505866763,-0.9267262681122584,-0.5691190919239297,-0.21424629396224038,-0.13014905867815008,0.5,54.013020833333336
0.7746782576092566,0.40799089893752144,0.17057688168697133,0.10953737769551353,-0.6983178324318424,-0.40807797534516144,-0.17069820017865078,-0.10946356133218571,0.5,60.606770833333336
0.9572761586173296,0.5553779071720564,0.2070040438710763,0.1251239059200998,-0.8993075243512817,-0.5553664001303307,-0.20675262062113153,-0.12543057637534372,0.5,58.78515625
0.5503229870430917,0.22252072420528535,0.08897970628534446,0.056422052742399476,-0.3690844132431915,-0.22247617936914044,-0.08902292607748657,-0.056299181570568846,0.5,36.19140625
0.7619527926433061,0.40624143370358606,0.16517392156471716,0.10167444568610173,-0.6865002328927485,-0.40620430841917365,-0.16527007599505994,-0.1017772963632585,0.5,53.674479166666664
0.9192266211806916,0.509503059544681,0.1980136775201714,0.12319503830846945,-0.8381145927081157,-0.50943779972756,-0.19790724567495466,-0.12334911224023781,0.5,73.44661458333333
